ID,Group,Feature_1,Feature_2,Feature_3
ID189,B,2152.338181070619,388.16694349657064,4294.246852706277
ID568,B,2578.343695354859,390.3405377147056,5154.214340070702
ID675,A,2909.210532145402,381.80416260610724,6822.1982130473125
ID507,C,2214.0763017399204,421.29311378327384,-1797.3128266051863
ID429,C,2538.759327756955,399.0253583199115,-2129.533518547054
ID108,B,2352.387342629384,363.2105025806774,4701.136316829532
ID187,A,2776.462108510221,378.23642646747766,6440.4615451804075
ID386,B,2012.9550238167853,404.75096311006064,4033.011282255935
ID700,B,2529.074074351376,408.26061321453363,5060.7149359016385
ID172,C,2359.798379228352,412.30102609084287,-1967.7406930774825
ID671,B,2602.4261659957433,397.0340526547502,5217.932177056972
ID233,A,2248.8496242360775,401.1525257133439,4718.81354868759
ID372,A,2459.452330064318,388.66271378354804,5409.318552347822
ID674,A,2418.0277040169535,374.94590600882975,5392.750544450505
ID333,A,2117.92939603284,424.5089482261315,4193.326006364897
ID881,A,2815.4742843027116,406.2947415439124,6416.686829096255
ID151,C,2751.998306763558,411.0416545248673,-2334.119023072025
ID284,A,2474.3756350737967,377.13907979232295,5526.115336736054
ID573,B,2065.2262360074355,412.5955354456871,4126.652677605291
ID135,B,2177.792645341169,399.7582218853036,4369.885534726735
ID702,A,2597.7905161105646,397.3399130074935,5804.315660550306
ID797,A,2790.675806203602,377.44892401989324,6496.757071065272
ID121,B,2246.969207457788,396.49564472446195,4473.118399130676
ID181,A,2560.0565018788725,395.5399190517518,5702.4931088305375
ID238,A,2813.814807911051,378.15071822432384,6555.652296239769
ID106,B,2624.0369645488545,404.80027434717204,5247.263824448831
ID735,C,2266.655184625765,389.991621813475,-1879.524375498736
ID445,B,2438.1289320492488,394.6865883271376,4884.832142714777
ID318,B,2672.992343864118,435.5942065177255,5351.253209030962
ID559,A,2358.6418073994514,401.0279686623039,5079.961451751758
ID759,C,2469.33230736088,386.3613997380301,-2084.383206523855
ID748,B,2700.7181160359955,391.9490207117873,5409.2094962109495
ID626,A,3035.185667231334,403.39715322677597,7092.316867040934
ID785,C,2518.77867184503,423.92318351540877,-2068.7886291786153
ID102,C,2725.2316862808784,377.02559246527284,-2357.893661612766
ID555,C,2361.7068611832765,409.39711703558174,-1951.308287085118
ID148,A,2486.100590751475,402.94460824580693,5448.6092719436765
ID737,C,2861.995317093154,402.4459484395391,-2454.7309974183195
ID686,C,1880.8333611513463,392.66507030072694,-1481.5798964827393
ID784,C,3045.768759472809,405.3421299715802,-2642.300620769013
ID260,A,2375.430527369061,403.08012944401867,5098.586976793109
ID591,B,2732.8409162771227,423.49368858149796,5460.711993794741
ID827,C,2589.182286496656,423.9466679612609,-2152.20838607902
ID455,B,2768.085425730306,430.03599733949954,5537.0176531802135
ID716,C,2380.404338286166,402.4066914437318,-1982.834537183381
ID560,A,2344.6949775645626,399.27221721686317,5062.328683804271
ID578,C,2154.6795090642768,413.35412461994684,-1749.6408085599135
ID654,C,2742.6299009074264,383.9255128644901,-2374.407925085535
ID464,A,3359.781204734556,392.24625399933547,8102.21427545536
ID541,A,2645.2926055152197,419.7134880328663,5835.1912536295295
ID344,C,2357.488549550859,404.0617537080981,-1955.1764430315059
ID672,B,2745.6210643780523,413.0941055742778,5493.365779460115
ID883,B,2441.317869743516,415.64854251414476,4866.983543733512
ID604,B,2310.835008763533,377.8422052019967,4631.307830902988
ID726,C,2322.5752650639033,401.4634429654958,-1919.6922167101607
ID107,B,2515.9781269995865,391.2032748715469,5049.882679552704
ID210,B,2582.183763411774,402.7793629041951,5166.632400503609
ID145,B,2408.373155545914,410.8081959363751,4808.469241969345
ID203,C,2747.385187737836,381.56050065036646,-2369.3242348621084
ID566,B,2339.4458248242595,398.8723049458994,4678.595335429881
ID364,C,2396.634354363704,383.4380870311017,-2037.0613285122467
ID459,B,2509.4398896013545,393.8961381788381,5018.307019684838
ID489,C,2837.937186931388,408.9764677502996,-2400.001765645653
ID768,B,2332.490008474749,439.18939018083995,4649.4941731480085
ID428,B,2465.3764493540125,407.191578289942,4926.278037248389
ID841,B,2502.884869999169,405.18796903902984,4993.956205161669
ID292,A,2821.1950874360705,384.8150958724547,6544.123341054576
ID813,C,2489.9933255478813,380.74987502263133,-2110.333206197278
ID698,C,2204.0558820255183,426.3785546903628,-1773.0559328144093
ID179,B,2490.237625157482,411.8963586646933,4978.804168260886
ID755,C,2785.7401103984685,395.2398095059707,-2375.090360766145
ID746,A,2290.110712336336,393.27855743950585,4913.848606294791
ID699,C,2495.954718563016,392.00661236596096,-2109.669566799108
ID119,A,2008.6733253321706,397.8043825308608,4023.5662931428005
ID300,A,2726.5412476520855,413.848034749213,6114.329033068881
ID373,B,2441.195590894845,421.7464865974706,4888.75115344474
ID650,B,2672.918322319644,390.0726382094067,5358.55775603248
ID274,B,2929.4115698801866,417.24630586978975,5856.966994901774
ID397,C,2430.7704610736632,402.3319826294802,-1998.477048032362
ID880,C,2489.030028190491,417.4491777198956,-2070.0767680380595
ID581,A,2361.9423577893936,392.2977354404057,5119.735823638181
ID777,B,2109.632077133936,393.3625194701682,4214.758507760513
ID168,C,2300.4618135124424,398.364989942183,-1905.5037755257022
ID532,C,2690.9151370897685,387.923004300685,-2300.4909217959516
ID301,A,2196.1338857798196,425.59142902392915,4459.517916346852
ID383,C,2038.0454065900226,390.5681477514842,-1635.9749244184873
ID205,B,2975.0797322455232,396.8779489972131,5947.208968567538
ID548,A,2656.014618783368,423.5299234938502,5859.254928839938
ID511,A,2841.1228812718905,386.6090613579812,6603.784503058963
ID601,B,2586.015062115534,410.99045800441615,5167.598159595849
ID896,B,2618.508030407828,373.0866181859109,5264.919433492647
ID623,C,1890.9033161094817,394.5061407828883,-1490.9634069271249
ID575,C,2784.237022790167,408.0034075099778,-2361.581945272821
ID579,A,2734.2216645418803,420.51863414110846,6102.5149981814975
ID710,B,2401.678561715337,403.75641736472016,4807.505038060423
ID894,A,2303.1592989664014,399.17970876857,4921.929959608968
ID379,B,2784.4325946483386,436.15560755101694,5561.894895173732
ID886,A,2735.0568571813656,375.4014920587022,6333.361804865345
ID612,A,2144.2317659472587,389.236086604831,4491.168768393176
ID477,B,2038.0884144992174,400.414471387189,4086.9294739877178
ID898,A,2510.026824539509,396.14783369704406,5541.599668256967
ID175,B,2069.092541586171,404.3225901743772,4127.2955107200205
ID454,A,3192.018148901506,408.651855626513,7542.865340319909
ID241,B,2627.263893933744,369.1757440021548,5260.499165852492
ID461,C,2188.9378191470614,407.17986948115947,-1794.127472238293
ID202,B,2292.9360131097915,398.1918941211582,4592.40489543973
ID401,C,1989.4570536383553,402.84130034653555,-1588.4161300696856
ID875,C,2597.3436599593515,397.76268702477915,-2202.110885453772
ID485,C,2134.5050028974674,403.9724549542709,-1726.894503729017
ID715,B,2602.470419276409,410.2836887474785,5200.86424228657
ID206,C,2513.5116813899094,427.20581558852126,-2057.5070126237083
ID192,C,2923.577859434036,406.5890252911433,-2520.5700581785923
ID740,C,2660.7766266246817,390.10900852558854,-2265.7718834751176
ID778,C,2747.7403917129977,410.7185191288241,-2342.7521023645363
ID219,A,2283.120559372421,424.7037540194456,4737.330952358173
ID817,B,2700.449044204781,404.2257384165773,5424.907908047121
ID438,A,2585.6784674121423,385.8902445659137,5835.198410393395
ID382,A,2681.683828302562,428.0772847374529,5913.793677257685
ID273,B,2056.5569326588106,378.1126117166795,4101.575144886539
ID247,A,2443.167142832999,387.4068209479824,5390.580633052235
ID878,B,2480.0410163366764,402.0505587306011,4952.645286888188
ID215,A,2873.4078126633376,393.4057723990266,6673.346723490309
ID868,A,2917.086550383535,400.18206820038347,6747.958621887852
ID749,C,2400.137898500955,386.999189328072,-2001.4796776922115
ID538,B,2730.226499237427,403.00789605052034,5443.918770621573
ID594,C,2924.3588768422314,419.8779755713085,-2521.9033321063357
ID171,A,2749.053107663479,419.47784477447794,6168.0558074542705
ID471,B,2677.660807950608,389.24452349677614,5356.815591663902
ID812,A,2709.3935172217093,395.5073976306676,6141.854896308912
ID605,C,3037.497984977599,384.4715162982002,-2656.827016057132
ID506,B,2540.2325770744455,386.2273267296218,5076.738479880361
ID501,A,2774.4991246384675,380.0366158364859,6407.083268549152
ID340,B,1907.3969185727042,409.3051236862901,3826.5166890972296
ID848,C,2812.936349350729,377.63947792029904,-2434.5773405182304
ID799,C,2280.650715721502,419.6541623128657,-1837.4516013604687
ID221,B,2205.0732021791646,406.17086977583443,4396.103157711157
ID524,B,2271.2178371957752,392.50489098161324,4533.46802217224
ID214,A,2538.98815804443,406.3471595637265,5594.321751559162
ID519,B,2301.6108598286937,411.25790549284005,4608.468846523584
ID294,B,2355.971338815946,399.9968593278757,4710.164678009108
ID859,B,2937.8215167073695,378.46205974699,5866.163470482221
ID255,A,2721.7111361927377,411.58955034462406,6118.913847281676
ID266,A,2622.6754733108023,408.70406537748704,5806.911890294558
ID178,B,2696.717105822109,416.85141051322177,5388.346544612531
ID423,B,2673.601616266416,403.4498653425517,5337.6565415414325
ID466,A,2594.0295909282386,403.24094835982646,5778.3090910582205
ID180,A,3101.182424650361,397.5970408091737,7310.595867193578
ID679,A,2056.889163020417,420.3315058547345,4072.301502492945
ID150,A,2797.430281037023,374.1905791416842,6524.7573833413735
ID697,A,2705.299056670751,390.1934907411444,6169.3015444166
ID405,C,2616.6380737192935,392.69587946480976,-2225.457890052102
ID249,B,2650.8505805809937,396.10639899595685,5316.878532947385
ID357,B,2559.7012747390972,388.34765451050345,5111.32901495178
ID141,C,2031.6285612053944,390.26737838676473,-1631.2699600843869
ID262,C,2535.509309507349,390.54208375820053,-2128.779245794174
ID265,B,2993.767617631039,372.6230921006214,6003.992438090054
ID139,B,2340.928778178249,416.73378438906934,4696.468693277273
ID129,B,2558.3484828542846,382.58548570228044,5111.498024040544
ID336,B,2666.6347463302095,389.12087484782205,5345.794012753894
ID431,A,2546.2928326180413,385.9682113813312,5699.483889494908
ID478,B,2482.006192127046,431.25748630266514,4957.898636391876
ID728,A,2463.2090484838213,388.8631938975938,5461.026249637509
ID758,A,2149.3999188402713,405.11714661834856,4447.112887144234
ID854,C,2213.494804773683,405.35222128997435,-1811.7597244920516
ID399,B,2696.24095749095,415.96152687551034,5399.829293179292
ID542,C,2337.480033571897,382.82956815075244,-1943.7041038402317
ID830,B,2164.2277701421804,404.6442422101245,4329.913213262798
ID134,B,2922.6940107804653,398.79561336939236,5851.3332572294275
ID227,A,2986.702108170093,384.3892846878472,7051.812018120017
ID667,C,2612.4045928795244,372.0411001287266,-2214.5183250235964
ID248,A,2373.3839651392805,365.35259402755116,5292.527543600904
ID497,A,2843.229350300598,372.1846982137573,6646.5908884921955
ID369,A,2540.8980996066502,381.7169966141898,5717.641260035167
ID381,C,2818.640877915809,390.39295431844295,-2455.854534455242
ID131,B,2440.926262323992,421.2895446023153,4869.56519734883
ID624,B,2296.339807121849,385.91324620825924,4594.255418568299
ID564,B,2186.9001359138415,372.9652814309587,4368.492480454447
ID117,C,2243.285398655439,394.7196224993453,-1854.2439853584083
ID839,C,2317.22766118484,414.39480932515045,-1916.3107833294478
ID473,A,2652.8517901436885,391.89471517754276,6002.296746170459
ID607,B,2802.6776416566577,378.58172898329883,5602.792880588526
ID112,A,2384.276272218127,441.9811943561281,4938.084415669121
ID345,B,2732.328461364499,380.54678434649827,5459.803354215477
ID335,A,2405.1287183632476,366.1678973884627,5384.435266244672
ID780,A,2496.300993295742,390.53424884788853,5518.531014930064
ID515,B,2043.4606994963585,372.10272390302276,4115.315324427186
ID843,C,2378.084351676472,381.1065980843337,-1995.1860744661867
ID821,A,1903.9204184318805,393.202562855198,3759.8337936611106
ID855,B,2474.3981503580935,417.00578901187083,4946.424962493308
ID314,A,2881.357657437428,395.1083361138937,6657.881048856114
ID765,A,2717.27503867164,407.19039077382547,6101.080744715747
ID762,A,1914.3604122551858,396.8510957626145,3734.832045810991
ID163,A,2290.3949927671215,409.607850430841,4827.3561676230765
ID705,B,2486.6695281365455,377.0179610343975,4984.425746435314
ID582,A,1666.048833392244,392.5398250008002,3028.3975718747965
ID747,C,2961.2954872864975,419.3031527462639,-2556.40900456219
ID365,A,2594.214897463268,408.14354433180546,5756.901814232842
ID208,C,2686.198039020534,416.4791896341824,-2265.7225196523937
ID279,C,2622.1631664603706,370.97775539172426,-2247.119122255031
ID533,C,2536.835373994692,395.1078661959825,-2149.9628137996665
ID593,C,2338.7079742904443,401.519737871145,-1946.254356449542
ID586,A,1886.1023773257211,416.5254415130714,3568.5684441957424
ID692,C,2797.5608682302536,363.7619807653549,-2433.403800896727
ID447,C,2527.032617235474,391.35398005493136,-2126.445498075365
ID323,B,2636.8059962567004,381.1489110687327,5274.580126960204
ID609,B,2776.7839130286798,433.0089110063387,5562.06506799498
ID380,C,2814.078687150004,370.8673364992266,-2430.3779204192965
ID472,C,1899.479720039938,390.11197511480026,-1483.1787790261794
ID773,A,2259.371835282204,368.9512097265448,4922.663177004289
ID649,A,2507.128448658488,397.23294317210053,5531.013905786657
ID276,A,2233.3996049996545,397.82462240290533,4720.541378088231
ID343,C,2394.706317433518,422.44099703029883,-1967.0322700749837
ID269,B,2935.9558672828484,393.25042110447197,5874.745585689586
ID498,A,2411.9486788656613,409.0291121646636,5186.438216677039
ID246,C,2185.7504280019975,418.8275287726308,-1774.1624471503146
ID709,C,2599.5055639345205,405.7786977281792,-2175.01376319248
ID696,B,1703.2998495029665,422.0249133660027,3402.8700634384604
ID404,A,2296.204110389731,426.55884035538566,4769.575983529985
ID796,B,2222.215243153682,392.25392766818374,4439.839539611338
ID658,B,2218.5336817066236,390.10324183950087,4456.697270544696
ID334,B,2094.848690495024,406.20583045958153,4179.535725425538
ID776,A,2409.093332144431,422.81445994526734,5119.2776665478805
ID706,C,2429.5000038157564,382.80226612287146,-2050.0772874056274
ID350,B,2660.984862540814,372.30419359308786,5325.284074543106
ID142,C,2403.9266597567503,411.77472584550634,-1979.1765348996848
ID646,C,2348.0173486751873,405.6901713864702,-1943.4169991370711
ID410,B,2285.398039258856,401.855728466095,4577.545179993578
ID752,A,2425.122971645672,407.51330351263596,5229.43740083702
ID585,A,2193.443083630678,384.8714397330781,4653.459607021357
ID808,C,1972.7165021439696,384.5314128578783,-1594.816383095285
ID592,C,2433.4926272147895,384.63568278425737,-2075.3593162667075
ID844,B,2510.9883022917547,402.90753518692463,5019.17671399441
ID806,A,2828.6443977661024,410.6754744883574,6437.161330842429
ID191,A,2534.968563277335,400.813751526372,5595.683369520352
ID847,A,2511.023747959203,409.835197300539,5485.693848552953
ID256,B,2282.1239340099983,408.5463185842198,4568.505121004047
ID826,C,2646.1899735986544,393.44916986436675,-2278.6838577278972
ID101,C,2486.02521288082,422.76708632686854,-2062.9945381413254
ID652,C,2144.8197241375387,383.51280458737006,-1764.6683911249193
ID684,A,2580.803140725178,424.03644690451165,5611.163206335046
ID138,B,2305.005493437277,386.5263704706957,4613.182055857861
ID197,A,2443.218437596264,423.1634104436592,5246.314665694594
ID363,B,2934.9727871053606,397.899895836613,5857.731252203798
ID527,C,2651.898184552339,434.7131401436044,-2210.6097460976903
ID132,A,2323.6194729288018,385.3477871271274,5066.27599174651
ID173,C,2548.188072154628,402.2809939721746,-2127.0013251169953
ID313,C,2574.267930687341,407.19140087758035,-2184.5126042794973
ID644,A,2613.0556691382794,379.5374916205378,5918.905233433093
ID569,C,2613.041828284784,426.15892364007243,-2194.5889229952877
ID165,A,2383.2236643149386,385.3531853805514,5237.7003155241655
ID416,A,2430.008071503599,394.2947181238355,5325.476743103363
ID491,A,2560.8820857277447,369.4754314700017,5854.601486194309
ID743,B,2603.9186279370474,389.28400698873213,5215.679571405801
ID376,A,3052.003460015666,419.85476844230186,7053.624278285486
ID680,A,2665.4116736374103,412.69238304952967,5949.4683917465545
ID152,B,2201.194810192598,416.7582599264611,4407.452669423138
ID158,A,1753.1577040365164,406.7269956644111,3242.8471328488895
ID819,B,2343.388823151484,405.893757841922,4677.421214274223
ID196,C,2685.835734273552,381.7162129994265,-2296.550360178174
ID815,B,2569.5477354895033,406.6440563091851,5132.092251040398
ID550,A,2306.454906817159,391.03323592549924,4969.018757425879
ID358,C,2552.166349336404,356.35763587769895,-2204.0571765347604
ID195,A,3096.474381007513,393.74303081412376,7317.883632374905
ID661,C,2623.1973631712085,415.0300183695528,-2244.4094121071535
ID483,B,2781.6609314598522,409.5150023328428,5547.6554085666685
ID110,B,2697.491858475112,375.0570601559977,5381.183030304669
ID660,A,2244.607841193315,400.69429073247824,4753.425240630664
ID216,B,2397.0652172682308,358.307287621607,4795.505524973131
ID895,A,2459.3590912821032,425.67573904243346,5237.228889282553
ID798,C,2761.4396961279763,409.6625950740814,-2338.9058745539473
ID639,A,2377.5603620594748,387.9016919289315,5183.024828984118
ID877,C,1954.9565537654692,393.25955426725517,-1557.0259912335116
ID120,A,2464.9880380556815,412.67859880574116,5317.770361580714
ID885,C,2694.2457565479076,401.73223752497074,-2282.5608420547705
ID200,C,2742.6443841167925,374.47756279788183,-2356.6516365616635
ID194,B,2076.044893364705,407.2207065791234,4144.950649936815
ID704,B,2494.376577856898,387.4497430002486,4973.669883803599
ID253,A,2468.3134808655436,409.90851130916775,5366.080283544625
ID617,C,2026.635242842041,397.27776679075646,-1622.5963026566149
ID303,B,2513.778236001822,393.076117435949,5005.532317770678
ID767,B,2320.1380644598025,384.14180792817683,4631.418391838424
ID366,C,2475.585788556228,412.08324370545625,-2063.3749272677587
ID176,A,2309.9741977683634,385.0988434450791,5001.57545017414
ID127,A,3174.2233710302357,373.15702536787785,7666.844980542044
ID384,A,2419.9790776822488,381.6836340928103,5364.879769981274
ID252,C,2934.200621507416,384.89229488891704,-2549.0154715243016
ID453,B,1814.5760179923852,403.2069791669302,3640.5853232743752
ID406,A,2193.0408590305724,396.1175115381146,4598.268106949243
ID790,B,2602.51413886784,421.28024728412765,5198.622370060867
ID470,A,2540.0480568089633,406.1472141653072,5557.627262188175
ID302,C,2513.225316984158,414.60060444320237,-2090.94781501807
ID306,A,2712.0125196625017,418.73286848163747,6027.974706791364
ID395,C,2865.1072790360217,400.7620876716149,-2471.7559090330083
ID571,C,2348.0346451853093,396.2196553045181,-1971.4910144538035
ID326,A,2604.4527179138345,402.9167332103467,5807.397106805165
ID184,A,2824.9153940270435,398.29041629677516,6499.102669659345
ID324,B,2276.3173373265504,398.91460221577006,4543.574152754685
ID643,A,2615.3663997687872,406.0644970469401,5828.466978632747
ID750,B,2728.6742373569537,414.5209819237384,5441.545695695343
ID772,A,2782.777827937388,394.1067730763252,6372.1955271823645
ID570,A,2907.8615275343545,401.0039740311348,6717.0297143024345
ID824,C,2209.034919726531,407.30548361332313,-1790.359475965721
ID259,C,2898.722777323259,391.6759675801742,-2529.2933803286905
ID711,A,2738.5534358246555,389.87574587017343,6270.597300601535
ID630,B,2110.5488197365066,380.64713468018954,4204.331061872069
ID385,C,2366.2730183681333,368.9818976862123,-2001.9295780360408
ID583,A,2632.6750146680606,393.5423525322701,5932.961709820231
ID900,B,2352.280766214522,418.9503954347922,4720.489119993874
ID211,B,2420.513090434729,412.9134668754022,4868.557444583279
ID457,A,2055.8010283500907,406.3259289539274,4131.331902943779
ID351,A,2222.8876146896428,403.86518484878883,4650.638506864995
ID526,B,2265.167711222302,396.8324204552927,4536.697176666747
ID484,B,2598.770468322082,393.42603122161387,5218.32442858034
ID308,B,2316.4433646321395,412.8827939335873,4634.787773490115
ID580,A,2541.0796305502877,387.63093690394413,5679.38150533243
ID577,A,2545.0710274239896,428.6109489788774,5511.187049212411
ID818,C,2162.688383254614,386.59855081606327,-1768.9968442062536
ID371,B,2580.303894004047,398.47188777773425,5158.28546177451
ID490,C,2535.7108006556255,395.01127503398595,-2137.2721794984855
ID104,C,2251.068170068556,381.66231576194014,-1880.3800983718343
ID218,C,2445.4309722018,399.43288466509495,-2065.6384217867667
ID742,A,2363.4616800072804,376.8529480013692,5207.094697276109
ID331,A,2699.680124505514,400.9274992153329,6093.865584341115
ID298,C,2613.615482077129,430.70422662540227,-2192.106935293026
ID414,C,2284.6495284550138,405.8804081303333,-1866.9855305002561
ID816,C,2702.002787736337,398.45531501681074,-2302.8568049878727
ID620,B,2734.0874371354216,399.30855671906033,5478.717358614673
ID874,C,2188.3624859544116,404.5642189620061,-1803.810269487755
ID264,A,2506.492484269953,377.1813848636298,5655.730493502436
ID724,B,2888.846873430617,410.30827870234816,5772.53053372737
ID867,B,2011.4695928820015,383.02911470302587,4013.5476312405085
ID346,A,2391.793803465768,399.2470790682851,5184.908723116211
ID645,C,2561.569306890338,400.4266184809148,-2154.917992877466
ID712,B,3148.935721728373,389.0632540739981,6299.455188818222
ID687,B,2979.3014012958547,391.22503804775374,5951.051246741561
ID270,B,1967.8233041482083,393.0197365875218,3935.369685404471
ID775,B,2396.4685868750394,385.867958648848,4790.427264623847
ID729,B,3246.9665556629006,396.55922809226297,6484.465071871868
ID861,A,2499.485900095258,400.79313520859307,5498.230819412689
ID648,A,2622.2343567836574,420.2565442187477,5770.290092623144
ID288,A,2298.4302873810893,399.1686653486096,4886.38910224267
ID834,A,2435.616829204958,395.13219777529787,5318.3640878037495
ID807,A,2677.942247964482,435.6056973755574,5855.048917467197
ID736,C,2074.800785735719,425.2118062002628,-1647.8115815056797
ID690,A,2506.099135446091,369.57164695506117,5667.287360726628
ID678,B,2101.7192425071726,400.33251827420895,4188.059647298958
ID761,C,2124.9440217848864,397.2408569743496,-1726.0354259592968
ID622,A,2832.050087650153,406.17667000348774,6463.54771667323
ID503,A,2940.1109283728074,372.47900582589835,6963.576402164772
ID731,C,2586.1365763023355,423.6475250777538,-2140.4755183767174
ID370,C,2704.585686855226,432.21826147866415,-2253.13218496423
ID204,C,2838.743918502151,398.95948349116355,-2456.3612978012357
ID597,C,2731.638879846184,392.68892259263214,-2347.160076196152
ID770,C,2220.7698514453664,393.74315420573674,-1849.253103858918
ID228,C,2951.7080028194714,395.97186352029155,-2549.1270810557444
ID719,C,2491.2154235832236,416.3792011107632,-2078.604975962492
ID536,A,2644.6338850845987,421.91623995378353,5827.29388102908
ID865,A,2217.169909850667,405.43242046100386,4595.08342013625
ID437,C,2328.2290010562715,392.84083812641364,-1947.006382683327
ID884,C,2560.1775221197213,396.8816047260076,-2176.0494199358427
ID320,C,2749.9389818228524,394.83590629608005,-2350.0192374728595
ID448,A,2751.4109930581994,410.5062263528188,6215.092181667092
ID600,A,2041.044859550828,384.56059497469334,4188.580015507513
ID342,C,2691.4445139224686,404.2764557549799,-2298.6445505809356
ID891,C,2742.68579151552,400.9043915041701,-2343.6533336874786
ID160,C,2389.6798746042496,402.37413263040435,-1998.703311148691
ID130,C,2443.4099588107797,419.1733323063497,-2037.6006905883478
ID703,A,2961.9958143080244,399.12796060815447,6900.046896563302
ID212,B,2531.377755581664,399.67747532604824,5060.624423530265
ID338,B,2518.202245326362,388.1714136405955,5047.7957442372235
ID822,B,2016.6213362718447,419.4466506579554,4028.6657792855503
ID534,C,2515.386032932141,416.1887822924052,-2097.1211494409044
ID549,A,2323.064939234581,390.7773170556343,5013.59480420615
ID391,C,2488.276413682263,398.15081596435664,-2108.526653454056
ID665,C,2173.090958600918,398.3800850783247,-1771.570830108358
ID349,A,2445.886518644689,378.049248514326,5438.0706762455375
ID800,C,2846.727007629241,388.9314469948311,-2454.6906457533014
ID633,B,2164.7988498167983,389.10852481100153,4310.039767699257
ID651,B,2083.3747030698,429.82964026399105,4169.282145435118
ID182,A,2290.9006320685367,398.18742295210876,4887.231606535326
ID225,C,2786.358254167279,385.3838946664896,-2403.95675398443
ID753,C,2067.0363468427877,397.54798579435914,-1669.0156708183292
ID392,C,2158.504494090318,388.9419695549069,-1770.4492840318308
ID421,C,2551.6407083868485,380.16052109996923,-2172.307299518568
ID140,A,2856.0657064416987,410.07130210523263,6492.289327611109
ID361,A,2509.550897686612,419.1170045376671,5447.853471388155
ID156,A,2635.080516743555,403.1966735987259,5883.7331856049395
ID307,B,2536.324667716244,399.03489782032716,5062.479046390665
ID291,B,2306.11774820841,391.83307534256767,4614.6601240838945
ID635,B,2384.2140610961133,415.27273962894225,4759.104593844922
ID280,B,2423.0181274598795,425.8797416949593,4843.513259305545
ID618,B,2192.3796050079154,424.13115028163907,4402.493187211721
ID277,C,2032.9474283400496,404.83387802250445,-1633.5259107168167
